label,frame_index,value_00,value_01,value_02,value_03,value_04,value_05,value_06,value_07,value_08,value_09,value_10,value_11,value_12,value_13,value_14,value_15
class_a,0,256,0,256,0,0,0,0,0,256,0,0,0,0,0,0,0
class_a,1,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0
class_a,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
class_a,3,0,0,0,0,512,0,512,256,1024,1280,1792,0,0,0,0,0
class_a,4,0,0,0,0,1024,512,512,768,1536,2816,2048,1024,0,0,0,0
class_a,5,0,0,0,0,1280,1792,1024,1280,2560,3072,3072,2304,0,0,0,0
class_a,6,0,0,0,0,2048,2048,1536,2816,2816,4096,5376,3840,0,0,0,0
class_a,7,0,0,0,0,1536,1024,512,256,3072,2816,5120,4096,0,0,0,0
class_a,8,0,0,0,0,512,0,256,0,1024,3840,5120,5632,0,0,0,0
class_a,9,0,0,0,0,512,0,256,0,768,3584,4608,5632,512,0,0,0
class_a,10,0,0,0,0,0,0,1792,0,1536,2304,2560,1536,512,0,0,0
class_a,11,0,0,0,0,0,768,2304,2304,4864,5376,6400,7424,256,0,0,0
class_a,12,0,0,0,0,1536,2304,6400,4096,8448,9728,10752,9728,2048,1536,0,0
class_a,13,0,0,0,0,1536,3584,5632,7168,10240,10496,13312,14592,4352,3584,0,0
class_a,14,0,0,0,0,3072,5120,5632,6912,11520,14592,18432,19712,3840,4864,0,0
class_a,15,0,0,0,0,4352,4608,8192,7680,13312,17664,20736,23552,6656,6144,1024,2048
class_a,16,0,0,0,0,5120,5120,8448,9728,17664,19968,26112,26624,8448,9472,2304,2560
class_a,17,0,0,0,0,5632,8960,9984,7680,22016,21504,30976,31744,11520,8960,4096,3072
class_a,18,0,0,0,0,5888,9984,10496,7168,22528,26624,29952,33792,12032,10752,7168,4096
class_a,19,0,0,256,0,6912,10496,9984,6656,24576,28160,33024,37888,14080,12032,8192,7168
class_a,20,0,0,0,0,9216,10496,9216,7168,24576,29184,38912,40960,14336,12288,7936,9728
class_a,21,0,0,0,0,9472,10240,11008,6400,22784,28672,34560,39168,15360,12288,7680,12288
class_a,22,0,0,0,0,9472,11776,11008,7936,22272,26880,33024,32768,16896,12544,5376,8192
class_a,23,0,0,0,0,6912,10240,11008,9216,15360,24320,25344,24320,13312,9472,2560,8960
class_a,24,0,0,0,0,4096,6144,9728,7168,14336,19200,20224,19200,10752,4096,0,5120
