label,frame_index,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15
amber,0,0,0,0,0,3584,7936,3328,2048,6400,6912,3328,2304,2304,2560,0,0
amber,1,0,0,0,0,3584,7680,3584,1792,6144,7168,3840,2304,2304,2304,0,0
amber,2,0,0,0,0,3584,7680,3584,1792,6656,7168,3328,2304,2304,2304,0,0
amber,3,0,0,0,0,3584,7680,3584,2048,6400,7168,3584,2304,2560,2048,0,0
amber,4,0,0,0,0,3584,7680,3584,2048,6144,7424,3584,2048,2304,2304,0,0
amber,5,0,256,0,0,3840,7680,3584,2048,6144,7168,3584,2304,2304,2560,0,0
amber,6,0,256,0,0,3840,7680,4096,1792,6400,7168,4096,2304,2048,2304,0,0
amber,7,0,256,0,0,3840,7936,3840,2048,6400,7168,4096,2304,2048,2304,0,0
amber,8,0,256,0,0,3840,7936,3840,1536,6400,7168,4096,2560,2048,2304,0,0
amber,9,0,512,0,0,4096,8192,3840,1536,6400,6912,4352,2304,2048,2048,0,0
amber,10,0,512,0,0,4096,8192,3840,1536,6400,6912,4352,2560,2048,2560,0,0
amber,11,0,512,0,0,4096,8448,4096,1536,6656,6912,5120,2816,4864,2816,0,0
amber,12,0,768,0,0,4096,8448,4096,1792,5888,7680,4864,3328,5632,2560,0,0
amber,13,0,1280,0,0,6144,7168,2816,1024,6144,6656,5120,1280,4096,3072,0,0
amber,14,0,1536,0,0,6400,7168,4608,1792,5120,7424,4352,1792,4608,2816,0,0
amber,15,0,768,0,0,4096,6912,5632,5632,5120,5376,3072,2304,3328,3328,3328,0
amber,16,0,3328,0,0,3584,8448,7936,10496,4608,4096,1792,0,3584,4352,7168,0
amber,17,0,2560,0,0,4096,10496,10240,13824,3840,3328,1280,0,5120,6400,7680,0
amber,18,0,1792,0,0,4096,13568,11008,13568,1792,2048,256,0,4864,5888,9728,0
amber,19,0,1792,0,0,5120,15104,14592,15872,512,1280,0,0,11008,6656,16128,0
amber,20,0,2560,0,0,5888,17152,14336,16896,0,1280,0,0,14336,5888,17920,0
amber,21,0,2560,0,0,6656,19200,16384,20480,0,512,0,0,18944,9984,20736,0
amber,22,0,768,0,0,13312,24064,17920,30720,0,512,0,0,26624,14592,21504,0
amber,23,0,1792,0,0,35328,25088,20224,32512,0,768,0,0,33024,19456,17920,0
amber,24,0,2560,0,0,54272,28672,16640,32768,0,1792,0,0,34560,24064,16128,0
amber,25,0,4608,0,0,63232,32000,15616,43264,0,2304,0,0,40192,26368,16384,0
amber,26,0,6400,0,0,62464,36352,19456,52992,0,2304,0,0,42752,28160,14592,0
amber,27,0,6912,0,0,55808,35072,19200,47872,0,2048,0,0,41472,27392,15360,256
amber,28,0,6144,0,0,45824,31744,16896,31232,0,1536,0,0,36352,25600,12544,256
amber,29,0,6144,0,0,31744,27648,14848,16384,0,2560,0,0,32256,21248,11776,0
amber,30,0,5376,0,0,19712,24832,13312,11776,0,1280,0,0,27392,15104,10496,512
amber,31,0,6144,0,0,8448,23808,13056,12544,0,1792,0,0,20480,12032,6144,0
amber,32,0,5376,0,0,6144,20736,11264,12032,0,1792,0,0,17408,11008,3840,0
amber,33,0,3840,0,0,5888,19200,11776,11520,0,1792,0,0,12800,7424,1536,0
amber,34,0,6144,0,0,6400,17920,9216,8192,0,3072,1024,0,6400,6656,512,0
amber,35,0,3584,0,0,8704,17920,6912,6912,512,2304,2048,0,3072,3584,0,0
amber,36,0,2816,0,0,8960,16384,5120,5632,1024,3328,2048,0,1536,2048,0,0
amber,37,0,5120,0,0,6400,15616,6400,5120,1536,3072,1792,0,256,3584,0,0
amber,38,0,2048,0,0,6912,14080,3840,4096,2304,2816,2816,1024,0,2304,0,0
amber,39,0,2816,0,0,6144,13568,1024,2048,3328,3584,3584,768,768,2048,0,0
amber,40,0,2048,0,0,4864,11776,256,1536,4608,4608,3840,1024,2048,2304,0,0
amber,41,0,2304,0,0,4608,8704,0,1280,5632,6400,4608,1280,2048,1024,0,0
amber,42,0,2560,0,0,5120,9216,0,1024,4352,5120,3584,1280,2048,512,0,0
amber,43,0,2048,0,0,4096,11776,0,768,5888,5888,2048,1024,2560,768,0,0
amber,44,0,1280,0,0,4608,9984,0,1024,7168,6400,1792,768,3328,1024,0,0
amber,45,0,1792,0,0,3328,9472,0,512,7680,6144,2048,1536,2816,1280,0,0
amber,46,0,1792,0,0,4096,9728,0,512,6400,5632,2304,1024,3072,768,0,0
amber,47,0,1536,0,0,4352,9216,0,1280,5376,6400,2304,1024,2816,2816,0,0
amber,48,0,1536,0,0,4352,9472,0,1536,5120,6656,2304,1792,2560,2048,0,0
amber,49,0,1536,0,0,3584,9728,256,768,6144,6656,2048,2048,2560,2304,0,0
