label,frame_index,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15
amber,0,0,2560,0,0,5888,10752,5632,3328,7168,8448,5632,3328,1792,1792,0,0
amber,1,0,2304,0,0,5888,10752,5376,3328,7168,8448,5888,3072,1792,1792,0,0
amber,2,0,2304,0,0,5632,10752,5632,3328,7424,8192,5888,3328,1792,1792,0,0
amber,3,0,2304,0,0,5632,10752,5376,3328,7424,8192,5888,3072,1792,1792,0,0
amber,4,0,2304,0,0,5632,10752,5376,3072,7424,8192,5888,3072,1792,1792,0,0
amber,5,0,2304,0,0,5632,10752,5376,3072,7424,8192,5888,3328,1792,1792,0,0
amber,6,0,2304,0,0,5376,10752,5376,3072,7680,8192,5888,3328,2048,1792,0,0
amber,7,0,2304,0,0,5632,10752,5632,3072,7424,8192,5888,3328,1792,1792,0,0
amber,8,0,2304,0,0,5376,10752,5376,3072,7424,8448,5888,3072,1536,1792,0,0
amber,9,0,2304,0,0,5632,10752,5632,3072,7424,8448,5888,3072,1536,2048,0,0
amber,10,0,2304,0,0,5632,10752,5632,3072,7168,8192,5888,3072,1536,1792,0,0
amber,11,0,2304,0,0,5632,10752,5632,3072,7168,8448,6144,3072,1536,1792,0,0
amber,12,0,2304,0,0,5632,10752,5632,3328,7168,8448,6144,3072,1536,1536,0,0
amber,13,0,2560,0,0,5632,10752,5632,3328,7168,8448,5888,3072,1536,1536,0,0
amber,14,0,2304,0,0,5888,10752,5376,3328,7168,8448,5888,3328,1536,1536,0,0
amber,15,0,2304,0,0,5888,10752,5632,3328,7168,8448,5888,3328,1536,1536,0,0
amber,16,0,2304,0,0,5632,10752,5632,3328,7168,8448,5888,3328,1536,1280,0,0
amber,17,0,2048,0,0,5888,10752,5632,3072,6912,8448,5888,3328,1536,1280,0,0
amber,18,0,1792,0,0,5632,10752,5632,3328,6912,8448,5888,3328,1536,1280,0,0
amber,19,0,2304,0,0,5888,10752,5632,3328,6912,8448,5888,3328,1536,1280,0,0
amber,20,0,2304,0,0,5376,11008,5376,1024,6144,7680,5376,2816,1536,1280,0,0
amber,21,0,768,0,0,5376,8704,3072,512,6400,7680,5120,4864,1280,1536,0,0
amber,22,0,512,0,0,5888,9216,3328,768,7168,6912,5632,5120,1280,1024,0,0
amber,23,0,1536,0,0,5376,9728,5632,2048,7168,6912,4608,3584,512,1024,0,0
amber,24,0,2816,0,0,4096,12800,5120,3328,4608,5376,3584,3072,2048,3328,2048,0
amber,25,0,3328,0,0,3584,15872,6912,4608,3072,4608,2560,1280,1536,8960,2560,0
amber,26,0,4352,0,0,2816,16128,8704,6144,768,4096,1024,0,1280,13312,6656,0
amber,27,0,4608,0,0,1792,19456,10240,5888,0,2816,0,0,3584,11776,14336,0
amber,28,256,4096,0,0,3328,22272,11520,8192,0,768,0,0,6144,19200,16128,0
amber,29,0,5120,0,0,2304,27648,15360,8192,0,1024,0,0,8704,30208,28672,0
amber,30,0,4352,0,0,3840,39168,19200,8704,0,512,0,0,13824,37120,32256,0
amber,31,0,6400,0,0,6400,48896,22528,8960,0,0,0,0,17408,49408,34560,0
amber,32,256,5888,0,0,8192,62720,26880,6656,0,0,0,0,25600,51968,33792,0
amber,33,256,5632,0,0,11520,7681,33792,8704,0,0,0,0,29440,57344,36864,0
amber,34,0,7424,0,0,20224,5377,36352,8960,0,0,0,0,31488,57856,36096,0
amber,35,0,6912,0,0,18944,7681,38144,8960,0,0,0,0,30976,62976,34304,0
amber,36,0,6656,0,0,15104,7169,33536,9216,0,0,0,0,24832,60672,24320,0
amber,37,0,6912,0,0,13056,53760,20992,6144,0,0,0,0,17152,40960,21760,0
amber,38,0,6400,0,0,7936,45568,16384,6400,0,0,0,0,11520,31744,15872,0
amber,39,0,5120,0,0,4608,37120,12288,4608,0,0,0,0,10240,24320,8960,0
amber,40,0,4864,0,0,3072,28160,10240,6400,0,0,0,0,6656,13312,6912,0
amber,41,0,4864,0,0,3072,20992,10752,6144,0,256,1024,256,5376,11264,5120,0
amber,42,0,4352,0,0,3072,17920,7680,5120,0,2048,1280,1024,4608,11008,5888,0
amber,43,0,3584,0,0,2816,17152,7936,4352,256,2048,768,512,4608,8192,2560,0
amber,44,0,3328,0,0,3328,14848,5888,3584,768,2048,1024,0,2304,1792,0,0
amber,45,0,0,0,0,3840,15872,3584,2816,2048,2304,3328,1792,1024,768,0,0
amber,46,0,0,0,0,3584,12288,2304,1536,3584,3328,3072,2304,0,512,0,0
amber,47,0,0,0,0,3840,10752,1792,1280,4096,4608,2816,3072,0,256,0,0
amber,48,0,0,0,0,3072,8960,0,768,5376,4864,3328,1792,512,0,0,0
amber,49,0,0,0,0,2560,6400,256,1536,4864,4608,3328,1024,512,0,0,0
