label,frame_index,hex_packet
jay,0,00 00 00 00 1500 1300 2100 1200 1c00 1000 1400 1600 00 00 00 00
jay,1,00 00 00 00 1300 1400 2000 1200 1a00 1100 1300 1600 00 00 00 00
jay,2,00 00 00 00 1400 1500 2000 1200 1900 1300 1300 1500 00 00 00 00
jay,3,00 00 00 00 1400 1500 2000 1100 1b00 1400 1100 1500 00 00 00 00
jay,4,00 00 00 00 1300 1300 1f00 1000 1c00 1400 1000 1600 00 00 00 00
jay,5,00 00 00 00 1400 1400 2000 1000 1e00 1400 1000 1600 00 00 00 00
jay,6,00 00 00 00 1300 1300 1c00 1000 1c00 1300 1000 1600 300 00 00 00
jay,7,00 00 00 00 1400 1400 1d00 1000 1d00 1300 1100 1600 300 00 00 00
jay,8,00 00 00 00 1500 1400 1c00 1000 1c00 1100 1100 1600 300 00 00 00
jay,9,00 00 00 00 1500 1200 1a00 1000 1b00 1100 1000 1600 300 00 00 00
jay,10,00 00 00 00 1600 1300 1a00 1100 1a00 1000 1000 1600 200 00 00 00
jay,11,00 00 00 00 1600 1100 1c00 1000 1900 1000 1000 1600 00 00 00 00
jay,12,00 00 00 00 1500 1200 1b00 1000 1800 1000 1000 1600 00 00 00 00
jay,13,00 00 00 00 1000 1200 1e00 1000 1a00 1200 1300 1000 00 00 00 00
jay,14,00 00 00 00 1600 1600 2100 1000 1500 e00 1200 1300 00 00 00 00
jay,15,00 00 00 00 1300 1400 2000 1100 1600 1000 1200 1300 100 00 00 00
jay,16,00 00 00 00 1400 1600 1000 e00 1500 f00 1300 d00 00 00 00 00
jay,17,300 600 00 00 1100 1900 1700 e00 1700 d00 c00 c00 00 00 00 00
jay,18,00 1700 00 00 1300 1e00 2100 1000 2300 1500 1800 900 1400 e00 1c00 00
jay,19,00 d00 00 00 1a00 2300 2800 c00 2900 1900 2300 100 2900 1d00 4600 00
jay,20,00 2200 00 00 2000 2600 3b00 900 4300 1f00 2400 00 5000 2600 6d00 00
jay,21,00 2800 00 00 2d00 2900 3e00 600 5c00 2100 2700 00 7900 2a00 7a00 00
jay,22,00 3b00 00 00 3a00 3f00 4300 900 6100 2600 2700 00 8400 3300 7e00 300
jay,23,00 4600 00 100 4c00 3b00 4c00 800 7800 2200 2900 00 9b00 3000 8c00 400
jay,24,00 4c00 00 00 6000 3e00 4800 800 8500 2400 2500 00 ab00 3400 8000 a00
jay,25,00 5400 00 00 6c00 4400 5700 800 9f00 2000 2500 00 c200 3000 7e00 b00
jay,26,00 5700 00 00 7800 4d00 6000 b00 c200 2000 2400 00 cb00 4a00 8000 900
jay,27,00 7100 00 00 8700 4d00 6300 b00 f500 2800 2400 00 e700 4a00 7900 800
jay,28,00 7700 00 00 a200 5600 6d00 e00 1d01 2d00 2400 00 f900 5700 7a00 800
jay,29,00 8b00 00 300 ab00 5b00 7500 1200 5801 2e00 3100 00 f01 5200 7c00 400
jay,30,00 8500 00 300 9900 5300 7e00 1800 8301 3b00 2d00 00 1201 4900 7600 00
jay,31,00 8f00 00 100 aa00 5600 8300 1500 8d01 3c00 2f00 00 1901 4a00 7800 00
jay,32,00 7600 00 00 c200 5600 7200 1400 4b01 3c00 2c00 00 601 4600 6100 00
jay,33,00 6c00 00 00 bf00 5300 6400 1100 1201 3a00 2800 00 e700 4100 5900 00
jay,34,00 5c00 00 00 ad00 5200 4b00 c00 e700 3500 2700 00 c700 3d00 5600 00
jay,35,00 5b00 00 00 9b00 5300 4e00 d00 dd00 3600 2800 00 c100 3e00 5400 00
jay,36,00 5900 00 00 8b00 5300 4500 b00 ca00 3000 2600 00 b600 3c00 5100 00
jay,37,00 5500 00 00 8100 5300 4100 c00 cc00 2a00 2600 00 b500 2a00 4700 00
jay,38,00 5700 00 00 8700 4900 3d00 b00 e900 3000 2600 00 bf00 2e00 5700 00
jay,39,00 5200 00 00 8900 4600 3700 a00 fe00 3500 2800 00 c700 2a00 4b00 00
jay,40,00 4c00 00 00 8000 4300 3c00 b00 f200 3000 2200 00 a400 2400 3200 00
jay,41,00 4100 00 00 7300 3600 2800 900 aa00 2e00 1b00 200 8000 1a00 1800 00
jay,42,00 1e00 00 00 5c00 2f00 1c00 b00 6c00 2a00 1500 800 5700 1100 00 00
jay,43,00 1600 00 00 3f00 2a00 1500 b00 4900 1b00 1500 c00 3900 800 00 00
jay,44,00 1300 00 00 2700 1e00 1100 c00 3200 1900 1400 1300 1c00 100 00 00
jay,45,00 e00 00 00 2100 1c00 1500 d00 2200 1300 1000 1000 f00 00 00 00
jay,46,00 900 00 00 1b00 1600 1a00 e00 1c00 f00 1300 900 c00 00 00 00
jay,47,00 400 00 00 1700 1200 1800 d00 1f00 1600 1100 d00 b00 00 00 00
jay,48,00 00 00 00 1200 1300 1900 c00 2000 1000 1400 f00 100 00 00 00
jay,49,00 00 00 00 1400 1300 1900 d00 1c00 1000 1300 e00 200 00 00 00
