label,frame_index,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15
jay,0,0,2304,0,0,6656,6400,8192,3840,7936,12800,6656,3328,3072,5632,0,0
jay,1,0,2560,0,0,6400,6400,7936,3840,7936,12544,6912,3328,2816,5632,0,0
jay,2,0,2560,0,0,6400,6656,7680,3840,7936,12544,6912,3584,3072,5376,0,0
jay,3,0,2816,0,0,6144,6656,7936,3840,7936,12544,6912,3328,2816,5376,0,0
jay,4,0,2560,0,0,6400,6400,8192,3840,7936,12800,6912,3584,2816,5120,0,0
jay,5,0,2560,0,0,6144,6400,8192,3840,7936,13056,6912,3584,3072,5120,0,0
jay,6,0,2560,0,0,6400,6400,8448,3840,7936,12800,6912,3840,3072,5120,0,0
jay,7,0,2816,0,0,6144,6400,8448,3840,7936,12800,6912,3584,3072,5376,0,0
jay,8,0,2816,0,0,5888,6144,8448,3840,7936,12800,6912,3584,2816,5376,0,0
jay,9,0,2816,0,0,5888,6400,8704,3840,7680,12800,6912,3584,2816,5376,0,0
jay,10,0,2816,0,0,6144,6144,8192,3840,7936,12800,6912,3840,3072,5632,0,0
jay,11,0,2560,0,0,6144,6400,7936,3840,7936,12800,6912,3584,2816,5376,0,0
jay,12,0,2560,0,0,6144,6400,8192,3840,7936,12800,6912,3584,3072,5376,0,0
jay,13,0,2560,0,0,6656,6144,7936,3840,7936,12800,6656,4352,2816,5632,0,0
jay,14,0,256,0,0,6656,5376,8192,3840,7680,12032,7424,4608,2816,5376,0,0
jay,15,0,0,0,0,5888,5120,5632,2816,6912,12544,5120,3584,2560,4352,0,0
jay,16,0,0,0,0,6400,6400,7168,1536,9984,12288,4864,3840,768,4864,0,0
jay,17,0,0,0,0,4864,5632,9216,2560,8448,13312,3840,3840,512,4096,0,0
jay,18,0,1280,0,0,5120,8448,14080,4096,8192,11776,3840,3840,768,2560,0,0
jay,19,0,512,0,0,6400,11776,14848,3840,7936,12032,4352,4352,0,3328,0,0
jay,20,0,0,0,0,5376,12544,17152,3072,9216,10240,4096,2560,256,2816,0,0
jay,21,0,256,0,0,4352,15616,21248,3584,7936,10752,4608,2560,0,3328,0,0
jay,22,0,256,0,0,5888,17152,23808,5376,10240,9216,3328,2048,0,4096,1024,0
jay,23,0,768,0,0,4864,20480,25856,4864,9216,11776,3840,1792,0,5120,3072,0
jay,24,0,1280,0,0,5376,22784,30720,6656,8448,10240,4352,1280,0,5888,1792,0
jay,25,0,1536,0,0,5376,25600,30464,4864,8704,11264,4352,2304,0,3584,1536,0
jay,26,0,1024,0,0,4352,29184,30208,3584,9984,9984,4352,2048,0,4608,1024,0
jay,27,0,1280,0,0,4096,30464,27904,3328,8704,9984,4096,1280,0,5120,2304,0
jay,28,0,0,0,0,4608,33792,29440,2560,9216,9216,3840,1280,0,5632,4608,0
jay,29,0,0,0,0,4608,34304,30464,2816,9472,8960,3072,1792,0,6912,4096,0
jay,30,0,0,0,0,3840,34048,30720,2560,9472,9216,2560,2304,0,4608,3840,0
jay,31,0,0,0,0,4864,34048,32000,2816,9472,9216,2816,2048,0,3840,3584,0
jay,32,0,0,0,0,4864,29440,26368,1024,8960,8704,3584,1280,0,4096,3328,0
jay,33,0,0,0,0,4608,22528,19968,256,9216,8448,2560,2048,0,3840,2560,0
jay,34,0,0,0,0,5120,22528,19200,768,9984,10496,3584,1536,0,2816,1024,0
jay,35,0,1024,0,0,5632,19200,20480,2048,9472,9984,2816,2304,0,3328,1280,0
jay,36,0,1792,0,0,4352,16128,18688,1536,9984,9216,2560,1536,0,4096,1536,0
jay,37,0,1536,0,0,5888,12032,15616,2048,9216,11008,3328,2048,0,3328,512,0
jay,38,0,2304,0,0,6912,10240,14080,2304,10240,12032,4608,2560,0,2048,0,0
jay,39,0,1792,0,0,5376,9728,11264,3328,10240,10496,3840,3072,0,2304,0,0
jay,40,0,2816,0,0,6656,9728,7168,3584,9472,9728,4864,3584,0,3840,0,0
jay,41,0,2048,0,0,6400,6400,6144,2816,7936,9472,5888,3072,0,4096,0,0
jay,42,0,3072,0,0,5632,5376,2816,2560,8448,10240,4864,3072,0,2560,0,0
jay,43,0,3584,0,0,5888,6400,2048,2560,7936,11264,6400,3072,0,3840,0,0
jay,44,0,2048,0,0,5376,6912,3072,2816,6912,10752,5632,4864,0,4352,0,0
jay,45,0,1536,0,0,6912,7424,3072,3072,7168,11776,5376,3840,512,2304,0,0
jay,46,0,1792,0,0,6144,7168,3840,3584,6144,9472,4864,2560,0,2816,0,0
jay,47,0,1536,0,0,5888,7168,2560,3584,6656,12032,4864,3072,512,3584,0,0
jay,48,0,1536,0,0,7424,7424,3072,3328,7168,11776,4352,3328,768,3328,0,0
jay,49,0,1536,0,0,6144,7168,3584,3328,7936,10752,4864,2560,2048,4352,0,0
