label,frame_index,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15
jay,0,0,1792,0,0,6656,7168,9216,3584,7680,11264,7680,4352,2816,5632,0,0
jay,1,0,1792,0,0,6912,7168,9472,3584,7680,11264,7680,4352,2816,5632,0,0
jay,2,0,1792,0,0,6912,7168,9472,3584,7680,11264,7424,4608,2816,5632,0,0
jay,3,0,1792,0,0,6656,6912,9216,3584,7424,11264,7680,4608,2816,5632,0,0
jay,4,0,1792,0,0,6656,6912,9472,3328,7424,11008,7680,4352,2816,5376,0,0
jay,5,0,1792,0,0,6400,6912,9472,3328,7424,11264,7680,4352,3072,5376,0,0
jay,6,0,1536,0,0,6400,6912,9216,3328,7424,11520,7680,4352,2816,5632,0,0
jay,7,0,1536,0,0,6656,6912,9472,3328,7424,11264,7680,4352,2816,5632,0,0
jay,8,0,1536,0,0,6144,6912,9216,3328,7680,11264,7424,4352,2816,5632,0,0
jay,9,0,1536,0,0,6144,6912,9216,3584,7680,11520,7680,4096,2816,5632,0,0
jay,10,0,1792,0,0,6400,6912,9216,3328,7680,11520,7424,4352,2560,5632,0,0
jay,11,0,1536,0,0,6144,6912,9216,3584,7424,11520,7424,4096,2560,5632,0,0
jay,12,0,1536,0,0,6144,6912,9472,3584,7424,11264,7680,4096,2304,5888,0,0
jay,13,0,1536,0,0,6144,6912,9472,3584,7424,11264,7680,4096,2560,5888,0,0
jay,14,0,1536,0,0,6400,6912,9472,3584,7424,11520,7424,4096,2560,5632,0,0
jay,15,0,1536,0,0,6400,6912,9472,3328,7168,11008,7168,3840,2304,5632,0,0
jay,16,0,1536,0,0,6656,7680,7680,3328,7936,12544,7680,3328,2816,3840,0,0
jay,17,0,1280,0,0,4352,5888,7936,3072,7168,11776,8192,3840,2816,3584,0,0
jay,18,0,0,0,0,5888,4864,7424,3072,6144,10496,6656,4352,2560,5376,0,0
jay,19,0,512,0,0,4864,4864,7168,2560,6400,10752,9472,5376,2048,4096,0,0
jay,20,0,4608,256,0,4096,5120,7936,2816,6144,10752,8704,6656,2304,5120,0,0
jay,21,0,6144,512,0,5888,5888,8448,3584,6656,13568,9472,6656,2304,3328,0,0
jay,22,0,7936,1280,0,6400,6400,8192,3328,7168,16384,11008,6400,2560,4608,0,0
jay,23,0,11008,1536,0,6912,7424,7936,3584,7936,15360,12544,6656,2304,3072,0,0
jay,24,0,12800,2048,0,6912,8448,9216,3072,8192,18944,11008,5376,2304,3328,0,0
jay,25,0,12800,1280,0,6144,8960,9984,4096,9216,21248,11776,6400,1792,3584,0,0
jay,26,0,14336,2048,0,7168,8960,11008,3584,8704,23552,11776,5888,1536,3840,1024,0
jay,27,0,17408,2304,0,5888,9472,10752,4096,9472,30464,10496,5888,1280,5120,0,0
jay,28,0,14592,3584,0,4352,9984,11776,3840,9984,35584,13824,6144,2304,4608,0,0
jay,29,0,15104,3840,0,4352,10496,11264,1792,11776,36608,12800,6656,2304,6144,512,0
jay,30,0,18176,4608,0,5888,12032,10240,1536,12288,38656,12032,7424,1280,7680,768,0
jay,31,0,16896,3840,0,5632,10752,9728,1536,12032,37888,12544,6144,1792,5120,0,0
jay,32,0,14336,2816,0,5120,8192,7424,768,12288,37120,11008,6400,2048,4352,0,0
jay,33,0,13312,3328,0,4864,10496,6656,1536,14848,36352,10752,5632,2560,4096,0,0
jay,34,0,10240,1792,0,4864,11264,7424,2048,11520,31232,10240,6400,4864,2816,0,0
jay,35,0,8448,1792,0,5376,11520,8448,2816,9472,26880,11008,4352,6400,3072,0,0
jay,36,0,6912,3584,0,5376,11008,8448,2816,9728,26624,12032,4608,7168,4096,0,0
jay,37,0,7936,2304,0,4864,9728,8192,3072,9728,24576,10752,4864,6656,4352,0,0
jay,38,0,5632,1792,0,5888,8960,7936,3072,9728,23040,9472,5888,6656,3328,0,0
jay,39,0,4608,1536,0,5376,7168,7680,2560,8960,20992,9728,4608,4608,3584,0,0
jay,40,0,4096,1280,0,6400,7424,7424,2304,8448,17920,10240,4096,6656,4096,0,0
jay,41,0,3072,1280,0,6912,7168,7680,3840,9216,16128,9472,3840,5376,5632,0,0
jay,42,0,3328,0,0,7168,6400,7168,3072,8448,13568,7424,3072,4096,5120,0,0
jay,43,0,2560,0,0,6912,6144,7936,3584,8448,12288,7424,3840,3328,4864,0,0
jay,44,0,2560,0,0,6656,6144,8960,3584,8704,11520,5888,3840,2816,3584,0,0
jay,45,0,1536,0,0,5632,6400,6912,2816,8448,9472,4608,2816,3584,2304,0,0
jay,46,0,2048,0,0,6400,6400,7168,3072,9472,9728,5120,3328,3328,4864,0,0
jay,47,0,2048,0,0,7424,6656,6656,3072,8192,10496,6912,3328,3328,5120,0,0
jay,48,0,2304,0,0,7424,6912,6400,2816,8448,11264,6144,3328,3584,4352,0,0
jay,49,0,1792,0,0,7936,7168,6912,2816,8192,11264,6656,3584,2816,5120,0,0
