label,frame_index,hex_packet
lin,0,00 00 00 00 d00 1800 1600 600 e00 d00 f00 900 00 00 00 00
lin,1,00 00 00 00 d00 1700 1600 600 e00 c00 f00 900 00 00 00 00
lin,2,00 00 00 00 c00 1700 1600 600 e00 c00 d00 a00 00 00 00 00
lin,3,00 00 00 00 d00 1700 1700 600 e00 c00 d00 a00 00 00 00 00
lin,4,00 00 00 00 d00 1700 1700 600 e00 c00 d00 b00 00 00 00 00
lin,5,00 00 00 00 d00 1700 1700 600 e00 d00 d00 b00 00 00 00 00
lin,6,00 00 00 00 d00 1700 1700 600 e00 d00 d00 b00 00 00 00 00
lin,7,00 00 00 00 d00 1700 1700 600 e00 d00 d00 b00 00 00 00 00
lin,8,00 00 00 00 e00 1700 1600 600 e00 d00 e00 900 00 00 00 00
lin,9,00 00 00 00 e00 1700 1600 600 e00 c00 e00 900 00 00 00 00
lin,10,00 00 00 00 e00 1700 1600 600 e00 c00 e00 900 00 00 00 00
lin,11,00 00 00 00 e00 1700 1600 600 e00 c00 f00 a00 00 00 00 00
lin,12,00 00 00 00 e00 1700 1600 600 f00 c00 f00 a00 00 00 00 00
lin,13,00 00 00 00 e00 1800 1600 600 f00 d00 f00 a00 00 00 00 00
lin,14,00 00 00 00 e00 1700 1600 600 e00 c00 f00 a00 00 00 00 00
lin,15,00 00 00 00 d00 1700 1600 600 e00 d00 f00 b00 00 00 00 00
lin,16,00 00 00 00 d00 1700 1700 600 e00 d00 f00 a00 00 00 00 00
lin,17,00 00 00 00 d00 1700 1700 600 f00 d00 f00 a00 00 00 00 00
lin,18,00 00 00 00 f00 f00 1500 400 d00 d00 d00 a00 00 00 00 00
lin,19,00 00 00 00 1000 1000 1400 00 600 f00 c00 b00 00 00 00 00
lin,20,00 a00 00 00 a00 e00 1600 00 700 800 b00 a00 00 00 00 00
lin,21,500 f00 00 00 700 1800 2000 100 b00 c00 600 a00 00 00 00 00
lin,22,300 900 00 00 800 1b00 2400 f00 700 a00 c00 1300 300 d00 00 00
lin,23,00 b00 00 00 700 1b00 2900 1700 200 b00 a00 b00 900 1d00 1400 00
lin,24,00 600 00 00 800 3200 3100 3100 100 c00 1100 800 1200 2b00 2e00 500
lin,25,00 200 00 00 1c00 6d00 3800 5100 100 c00 1400 600 1700 3e00 3300 900
lin,26,00 400 00 00 3800 7900 3000 5900 100 e00 1200 600 1400 4d00 2f00 00
lin,27,00 300 00 00 6e00 a200 3900 4d00 300 800 1200 900 1500 6000 2d00 00
lin,28,00 700 00 00 9000 c000 4a00 3c00 800 e00 1000 800 1900 5400 1d00 00
lin,29,00 900 00 100 8b00 c600 5a00 2d00 800 e00 1000 600 2400 3c00 c00 00
lin,30,00 c00 00 100 7c00 c500 5300 2400 900 f00 1000 500 1b00 3000 600 00
lin,31,00 1100 00 00 7400 8500 4200 1b00 f00 e00 1200 500 1a00 2800 400 00
lin,32,00 f00 00 100 5f00 5700 3500 e00 900 e00 e00 b00 100 1300 400 00
lin,33,00 1100 00 00 3b00 4700 2f00 d00 600 800 a00 700 00 500 00 00
lin,34,00 1700 00 00 2100 2e00 2000 a00 600 800 700 700 00 00 00 00
lin,35,00 1a00 00 00 1c00 2b00 2000 e00 c00 a00 600 700 00 00 00 00
lin,36,00 1900 00 00 1200 c00 1500 800 600 700 600 400 00 00 00 00
lin,37,00 1700 00 00 1400 1500 1500 a00 b00 d00 900 400 00 00 00 00
lin,38,00 1300 00 00 1400 1600 1300 500 900 e00 a00 300 00 00 00 00
lin,39,00 1200 00 00 1300 1200 1600 900 900 e00 c00 300 00 00 00 00
lin,40,00 b00 00 00 1000 e00 1200 900 900 800 400 100 00 00 00 00
lin,41,00 00 00 00 1100 1300 1300 600 c00 a00 400 100 00 00 00 00
lin,42,00 00 00 00 f00 1500 1400 700 c00 a00 600 100 00 00 00 00
lin,43,00 00 00 00 f00 1600 1100 700 b00 900 700 400 00 00 00 00
lin,44,00 00 00 00 e00 1700 1100 800 d00 b00 800 600 00 00 00 00
lin,45,00 00 00 00 d00 1400 1000 800 e00 d00 900 700 00 00 00 00
lin,46,00 00 00 00 e00 1400 1400 600 900 a00 400 500 00 00 00 00
lin,47,00 00 00 00 1100 1100 1300 600 d00 800 900 300 00 00 00 00
lin,48,00 00 00 00 800 c00 f00 700 e00 b00 800 400 00 00 00 00
lin,49,00 00 00 00 a00 f00 1100 800 f00 b00 a00 00 00 00 00 00
