label,frame_index,hex_packet
lin,0,00 200 00 00 1100 1300 1a00 900 f00 1400 1000 b00 00 00 00 00
lin,1,00 100 00 00 1100 1300 1a00 900 f00 1400 1100 b00 00 00 00 00
lin,2,00 200 00 00 1100 1300 1a00 900 f00 1400 1100 b00 00 00 00 00
lin,3,00 200 00 00 1100 1300 1900 900 f00 1300 1000 b00 00 00 00 00
lin,4,00 100 00 00 1100 1300 1a00 900 f00 1400 1000 a00 00 00 00 00
lin,5,00 100 00 00 1100 1300 1a00 900 f00 1300 1100 b00 00 00 00 00
lin,6,00 100 00 00 1100 1300 1a00 900 f00 1300 1100 b00 00 00 00 00
lin,7,00 200 00 00 1100 1300 1900 900 f00 1400 1100 b00 00 00 00 00
lin,8,00 200 00 00 1100 1300 1900 900 f00 1400 1100 a00 00 00 00 00
lin,9,00 200 00 00 1100 1300 1900 900 f00 1400 1100 b00 00 00 00 00
lin,10,00 200 00 00 1100 1300 1900 900 f00 1300 1100 b00 00 00 00 00
lin,11,00 200 00 00 1100 1300 1a00 900 f00 1400 1100 b00 00 00 00 00
lin,12,00 100 00 00 1000 1300 1900 900 f00 1400 1100 b00 00 00 00 00
lin,13,00 100 00 00 1000 1300 1a00 900 f00 1400 1100 a00 00 00 00 00
lin,14,00 100 00 00 1000 1300 1a00 900 f00 1400 1100 b00 00 00 00 00
lin,15,00 100 00 00 1000 1300 1600 800 f00 1300 d00 800 00 00 00 00
lin,16,00 100 00 00 1100 1400 1a00 800 f00 1300 e00 800 00 00 00 00
lin,17,00 200 00 00 1300 1300 1a00 800 f00 1300 e00 800 00 00 00 00
lin,18,00 00 00 00 1300 1300 1a00 800 e00 1300 e00 900 00 00 00 00
lin,19,00 00 00 00 1100 1000 1a00 800 e00 1200 e00 900 00 00 00 00
lin,20,00 100 00 00 1200 1200 1500 900 b00 1000 b00 b00 00 00 00 00
lin,21,00 00 00 00 1a00 1a00 1500 900 c00 c00 e00 700 00 00 00 00
lin,22,00 f00 00 00 1a00 2000 1e00 a00 900 e00 d00 600 1600 600 f00 00
lin,23,500 2400 00 00 2d00 3000 2c00 e00 800 d00 700 400 2700 b00 1300 00
lin,24,600 3200 00 00 3600 4100 3300 f00 400 600 800 00 3800 2d00 2800 00
lin,25,500 3b00 00 00 4f00 5000 4500 f00 00 600 800 00 3900 4700 4300 00
lin,26,500 5000 00 00 6e00 5400 3f00 1100 00 800 900 00 4100 4d00 4700 00
lin,27,600 5a00 00 00 8700 5300 4100 1400 100 c00 e00 00 3800 5800 4100 00
lin,28,500 6600 00 00 a200 6400 5100 1700 100 1000 f00 00 2e00 6600 4c00 00
lin,29,400 5f00 00 00 801 6c00 5200 1f00 100 1400 1700 00 2300 6e00 4600 00
lin,30,100 7f00 00 00 4a01 8200 5b00 2b00 00 1400 1700 00 1900 7100 3d00 00
lin,31,00 8c00 00 00 5e01 9300 6300 3400 100 1700 1300 00 1500 5600 1e00 00
lin,32,300 6a00 00 00 6101 8100 5400 2f00 300 1c00 1500 00 e00 3700 1700 00
lin,33,200 4700 00 00 2201 6400 3f00 2f00 500 1a00 1600 00 400 1400 00 00
lin,34,00 3e00 00 00 101 4b00 3300 2300 700 1500 1a00 00 500 1f00 600 00
lin,35,100 3f00 00 00 d900 4000 2a00 2200 c00 1600 1800 00 b00 1a00 1000 00
lin,36,00 3200 00 00 8f00 3700 2700 1800 e00 1500 1800 00 200 b00 00 00
lin,37,00 2d00 00 00 6b00 3100 1f00 1700 1000 1400 1400 500 00 00 00 00
lin,38,00 2900 00 00 5a00 2600 2500 1400 1100 1300 1000 600 00 00 00 00
lin,39,00 2700 00 00 4100 2600 2200 1100 1300 1000 1000 800 00 00 00 00
lin,40,00 2100 00 00 2a00 2300 1e00 f00 1100 d00 c00 600 00 00 00 00
lin,41,00 1f00 00 00 3700 1700 1500 1000 1000 d00 a00 500 00 00 00 00
lin,42,00 1a00 00 00 2200 1c00 1a00 b00 f00 c00 800 800 00 00 00 00
lin,43,00 1900 00 00 1e00 1d00 1700 d00 f00 e00 900 500 00 00 00 00
lin,44,00 1500 00 00 2000 1700 1300 c00 1000 d00 a00 700 00 00 00 00
lin,45,00 1700 00 00 2000 1600 1300 700 f00 a00 900 800 00 00 00 00
lin,46,00 1100 00 00 1d00 1800 1700 800 1000 a00 e00 900 00 00 00 00
lin,47,00 1400 00 00 1800 1600 1500 a00 f00 900 c00 600 00 00 00 00
lin,48,00 1100 00 00 1a00 1500 1200 900 900 800 c00 700 100 00 00 00
lin,49,00 100 00 00 1800 1100 e00 500 c00 900 700 700 600 00 00 00
