label,frame_index,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15
666,0,0,512,0,0,7424,9984,7680,3584,8960,12288,7168,4096,2048,5632,0,0
666,1,0,768,0,0,7424,9984,7680,3584,8960,12288,7168,4096,2048,5632,0,0
666,2,0,768,0,0,7424,9984,7680,3584,8960,12288,7168,4096,2304,5632,0,0
666,3,0,768,0,0,7680,10240,7424,3584,9216,12288,7424,4352,2048,5632,0,0
666,4,0,512,0,0,7424,10240,7680,3584,9216,11776,7168,4096,2048,5888,0,0
666,5,0,512,0,0,7424,9984,7680,3584,9216,12032,7168,4352,2304,6144,0,0
666,6,0,512,0,0,7424,10240,7680,3584,8960,12032,7168,4096,2304,5888,0,0
666,7,0,512,0,0,7424,10240,7424,3584,8960,12288,7424,4352,2304,5888,0,0
666,8,0,512,0,0,7168,9984,7680,3584,8960,12288,7424,4352,2304,5888,0,0
666,9,0,512,0,0,7168,10240,7680,3584,8960,12032,7424,4352,2304,5888,0,0
666,10,0,768,0,0,7168,10240,7680,3584,8960,12032,7424,4608,2048,5888,0,0
666,11,0,512,0,0,7424,10240,7680,3584,8960,12032,7424,4352,2048,5888,0,0
666,12,0,512,0,0,7680,10240,7680,3584,9216,12032,7424,4608,2048,5632,0,0
666,13,0,768,0,0,7680,10240,7680,3584,9216,12032,7424,4608,2048,5632,0,0
666,14,0,768,0,0,7680,10240,7424,3584,9216,12288,7680,4608,2048,5888,0,0
666,15,0,768,0,0,7168,10240,7680,3584,6400,11520,7168,3584,2304,4352,0,0
666,16,0,256,0,0,5888,9984,7168,1536,9728,12288,7424,4352,2304,5120,0,0
666,17,0,512,0,0,6400,9984,7424,1792,9984,13056,6912,3584,2048,5632,0,0
666,18,0,1536,0,0,6400,9984,7168,2560,9984,12800,7168,4096,2560,4864,0,0
666,19,2048,1536,0,0,7680,8704,7168,2560,9984,12544,7680,4608,1536,3840,0,0
666,20,12800,2048,0,0,7424,9472,7424,2304,13568,13824,8960,6656,1792,4352,0,0
666,21,19456,1792,0,0,5120,10752,7424,1792,15360,14080,9728,6912,1792,3840,0,0
666,22,37376,1024,0,0,4096,7936,7168,2048,19712,12800,11520,7168,1792,3840,0,0
666,23,48384,1536,0,0,6144,8960,5376,1536,24576,12800,11776,8192,1280,4096,0,0
666,24,55296,2816,0,0,5888,10240,4864,512,27136,14592,10752,8192,1280,2816,256,0
666,25,6657,2304,0,0,6912,8448,4096,512,30464,15616,12544,11264,2560,4864,0,0
666,26,25345,2816,0,0,6144,8960,5120,512,37376,17664,14080,12288,512,5120,0,0
666,27,34817,3840,0,0,7936,8704,4864,1024,38912,15872,14848,12288,2048,3584,768,0
666,28,40449,3840,0,0,8960,12032,3840,1024,39168,18176,19456,13824,1792,1280,0,0
666,29,35329,5120,0,0,7936,12800,5632,2304,34048,18944,22016,16896,3584,2304,0,0
666,30,25601,5888,0,0,9216,13312,6144,3328,31232,17920,18944,12032,4608,2304,1024,0
666,31,60416,5376,0,0,9216,12544,5120,1536,25600,16896,12544,8704,3840,3328,0,0
666,32,52736,5632,0,0,9216,13056,6400,2048,22272,15360,12800,7424,3840,2560,0,0
666,33,29440,7168,0,0,8960,13824,7936,2816,14848,17664,13568,8704,2816,2560,0,0
666,34,7680,4096,0,0,7680,10496,8192,2816,11776,15104,13568,9984,3584,3072,0,0
666,35,0,3584,0,0,7680,11008,7936,2560,10752,14080,14336,11264,3072,2048,0,0
666,36,0,3840,0,0,5888,10240,7680,2816,9216,11008,13568,12288,1536,3328,0,0
666,37,0,2816,0,0,6400,11008,7936,2816,9472,10240,9472,12032,2304,2304,0,0
666,38,0,3328,0,0,7168,11264,8704,2816,8448,10240,7936,8960,1024,3584,0,0
666,39,0,2816,0,0,7936,9216,7936,2304,8960,9984,6144,5376,2304,3840,0,0
666,40,0,2560,0,0,7168,8960,6656,2048,8192,10240,6144,4608,2048,3328,0,0
666,41,0,2560,0,0,7936,9216,6656,2560,7424,10240,4352,3584,1280,3072,0,0
666,42,0,2816,0,0,6912,9216,8192,2816,7936,10496,6144,2816,768,3072,0,0
666,43,0,2560,0,0,6400,9472,8192,2816,8192,10496,6144,3584,1792,5120,0,0
666,44,0,2560,0,0,7168,9216,8448,2560,8192,11264,5632,3584,1792,6400,0,0
666,45,0,2304,0,0,7936,9216,8448,2560,8448,10240,6144,3072,2048,5376,0,0
666,46,0,2048,0,0,7680,8960,8448,2816,8192,10752,6400,3584,2048,5888,0,0
666,47,0,2048,0,0,7680,9472,8448,2560,8192,10752,6400,3328,2048,4864,0,0
666,48,0,2048,0,0,7168,9472,8704,2816,8448,9984,6656,3072,2304,5120,0,0
666,49,0,1792,0,0,7424,9472,8960,2816,8704,10496,6400,3328,2304,5376,0,0
