label,frame_index,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15
background,0,0,2560,0,0,7680,5632,7168,1024,6912,6656,4864,3072,3072,3840,0,0
background,1,0,2560,0,0,7680,5632,7168,1024,6912,6656,4608,3072,3072,3840,0,0
background,2,0,2560,0,0,7680,5888,7168,1024,6912,6656,4608,3072,3072,3840,0,0
background,3,0,2560,0,0,7680,5632,7168,768,6912,6656,4608,3072,3072,3840,0,0
background,4,0,2560,0,0,7680,5888,6912,1024,6912,6656,4864,2816,3328,3840,0,0
background,5,0,2560,0,0,7680,5632,7168,1024,6912,6656,4608,3072,3328,4096,0,0
background,6,0,2816,0,0,7680,5888,7168,1280,6912,6656,4864,3072,3328,3840,0,0
background,7,0,2816,0,0,7680,5888,7168,1024,6912,6656,4864,3072,3328,3840,0,0
background,8,0,2816,0,0,7680,5632,7168,1024,6912,6656,4864,3072,3328,3840,0,0
background,9,0,2816,0,0,7680,5632,7168,1280,6912,6656,4608,3072,3328,3840,0,0
background,10,0,2560,0,0,7680,5632,7168,1280,6912,6656,5120,2816,3328,4096,0,0
background,11,0,2560,0,0,7680,5632,7168,1280,6912,6656,5120,3072,3328,4096,0,0
background,12,0,2304,0,0,7680,5632,7168,1024,6912,6656,5120,3328,3328,4096,0,0
background,13,0,2048,0,0,7680,5632,7168,1024,6912,6656,5120,3072,3328,4352,0,0
background,14,0,2048,0,0,7680,5632,7168,1024,6912,6656,5120,3328,3328,4096,0,0
background,15,0,1792,0,0,7680,5632,6912,1280,6912,6656,5120,3072,3328,4096,0,0
background,16,0,1792,0,0,7680,5632,6912,1024,6912,6656,5376,3328,3328,4096,0,0
background,17,0,2048,0,0,7680,5632,6912,1280,6912,6656,5120,3072,3328,4096,0,0
background,18,0,1792,0,0,7680,5632,6912,1024,6912,6656,4864,3072,3328,4096,0,0
background,19,0,1792,0,0,7680,5632,6912,1024,6912,6656,4864,3072,3328,4352,0,0
background,20,0,1792,0,0,7936,5632,6912,1024,6912,6656,4864,3072,3328,4352,0,0
background,21,0,1792,0,0,7680,5632,6912,1024,6912,6656,4864,3072,3328,4096,0,0
background,22,0,1792,0,0,7936,5632,6912,1024,6912,6656,4864,3072,3328,4096,0,0
background,23,0,1792,0,0,7936,5632,6912,1024,6912,6400,4608,3328,3072,4096,0,0
background,24,0,1792,0,0,8192,5632,6912,1024,6912,6400,4608,3328,3328,4096,0,0
background,25,0,1792,0,0,7936,5632,6656,1024,6912,6400,4608,3328,3072,3840,0,0
background,26,0,1792,0,0,7936,5632,6912,1024,6912,6400,3840,3328,2560,2048,0,0
background,27,0,2048,0,0,7936,5632,6656,1024,6400,6912,3328,4096,2304,3584,0,0
background,28,0,2048,0,0,7936,5632,6656,1280,6912,6656,4096,3072,2560,768,0,0
background,29,0,1792,0,0,7936,5632,6656,1280,6400,6400,4864,3840,2304,1280,0,0
background,30,0,2048,0,0,7936,5632,6656,1280,6656,5632,4096,2560,1280,1024,0,0
background,31,0,2048,0,0,7680,5376,5888,1280,5632,7424,5632,3072,0,2816,256,0
background,32,0,2048,0,0,7680,5632,6656,1280,5888,7936,4096,2560,0,1280,0,0
background,33,0,2048,0,0,7936,6144,6656,2048,6912,5376,4096,2816,768,512,0,0
background,34,0,2304,0,0,7936,6144,6912,2048,7424,6400,3840,2816,1280,0,0,0
background,35,0,2304,0,0,7680,5888,6912,1792,6912,8192,3840,2304,256,2048,768,0
background,36,0,2304,0,0,7680,5888,7168,768,5120,6656,4352,2816,256,4608,4608,0
background,37,0,2304,0,0,5376,5888,7680,768,4608,7168,2816,2560,0,3840,1024,0
background,38,0,2560,0,0,4352,5376,7168,1280,5120,7424,4864,3328,0,1280,0,0
background,39,0,2048,0,0,5120,6400,8704,1280,5632,6656,3840,2816,512,1536,0,0
background,40,0,2048,0,0,5632,6912,7424,1024,5632,6144,5888,3072,0,1536,0,0
background,41,0,2304,0,0,5376,6912,7936,1024,5632,5888,4096,2816,512,2560,1536,0
background,42,0,2048,0,0,4864,5632,6656,1024,4608,6912,3072,1024,0,6400,4864,0
background,43,0,768,0,0,3840,5888,7680,1024,4352,6912,2560,1536,0,3328,0,0
background,44,0,1024,0,0,3584,6144,8192,1280,5376,6400,4096,2560,0,1792,0,0
background,45,0,1024,0,0,3584,6144,7680,1024,5632,5632,3584,3328,0,2816,0,0
background,46,0,1024,0,0,3584,6400,7168,1024,5632,6912,3328,3584,0,1024,0,0
background,47,0,1024,0,0,3840,6400,7168,1280,5632,7424,3072,3840,0,2816,0,0
background,48,0,1024,0,0,3840,6400,7168,1024,5888,8448,3840,2816,0,4096,0,0
background,49,0,1024,0,0,3584,6400,7424,1024,5888,8704,3584,3072,512,4096,0,0
