label,frame_index,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15
background,0,0,2048,0,0,8448,8192,6656,1792,7936,7680,5376,4096,1792,3072,0,0
background,1,0,2048,0,0,8704,8192,6656,1792,7936,7680,5376,4096,1792,3072,0,0
background,2,0,1792,0,0,8704,7936,6656,1792,7936,7680,5376,4096,1792,3072,0,0
background,3,0,1792,0,0,8704,8192,6656,1792,7680,7936,5120,4096,1792,3072,0,0
background,4,0,2048,0,0,8704,7936,6656,1792,7936,7680,5120,4096,1792,3072,0,0
background,5,0,2048,0,0,8704,7936,6656,1792,7936,7680,5376,3840,1792,3072,0,0
background,6,0,1792,0,0,8704,7936,6656,1792,7936,7680,5376,4096,1792,3072,0,0
background,7,0,1792,0,0,8704,7936,6656,1792,7936,7680,5376,3840,1792,3072,0,0
background,8,0,2048,0,0,8704,7936,6656,1792,7936,7680,5376,3840,1792,3072,0,0
background,9,0,1792,0,0,8704,7936,6656,1792,7936,7680,5120,4096,1792,3072,0,0
background,10,0,1792,0,0,8704,7936,6656,1792,7936,7936,5120,4096,1792,3072,0,0
background,11,0,2048,0,0,8704,7936,6656,1792,7936,7680,5376,4096,1792,3072,0,0
background,12,0,1792,0,0,8704,8192,6656,1792,7936,7680,5120,3840,1792,2816,0,0
background,13,0,1792,0,0,8704,8192,6400,1792,7936,7680,5120,3840,1792,2816,0,0
background,14,0,1792,0,0,8704,8192,6656,1792,7936,7936,5120,4096,2048,2560,0,0
background,15,0,1792,0,0,8704,8192,6656,1792,7936,7680,5120,4352,2048,2816,0,0
background,16,0,1792,0,0,8704,8192,6656,1792,7680,7680,5120,4608,2048,2304,0,0
background,17,0,1792,0,0,8704,8192,6656,1792,7936,7936,5376,4352,2304,2816,0,0
background,18,0,1792,0,0,8704,7936,6656,1792,7936,6912,5120,2560,1024,2816,0,0
background,19,0,1792,0,0,8704,7680,6656,1024,7424,5888,5376,3584,1536,3072,0,0
background,20,0,1792,0,0,8704,7936,6912,1280,7424,5888,3840,3584,1280,1536,0,0
background,21,0,1792,0,0,8704,8192,6912,1536,7680,6144,4864,2304,1536,1536,0,0
background,22,0,1792,0,0,8704,7936,6912,1280,6656,6400,4864,2816,768,2560,0,0
background,23,0,1792,0,0,8448,7424,6400,1024,7168,7936,6144,3584,0,3584,0,0
background,24,0,1792,0,0,8448,7424,7424,1024,5376,6912,3584,4608,0,3584,1792,0
background,25,0,1792,0,0,8448,6656,7424,768,5632,7680,5120,3584,0,3072,0,0
background,26,0,1792,0,0,8192,7168,7936,1024,6656,8192,4864,3328,0,1536,0,0
background,27,0,1792,0,0,8704,7424,8192,1280,5888,5888,4608,2816,1280,1792,0,0
background,28,0,1792,0,0,8704,7680,7680,1536,7168,6656,4096,4096,768,2048,0,0
background,29,0,1792,0,0,8704,7424,7936,1024,5632,6144,4608,2816,256,3840,2560,0
background,30,0,1536,0,0,7680,7168,7424,1024,5632,7936,5376,2560,256,4864,2304,0
background,31,0,1024,0,0,6400,5888,6144,1024,4608,7680,3072,2304,0,3072,0,0
background,32,0,1280,0,0,5632,6400,7168,1024,5376,7424,4608,2816,0,2560,0,0
background,33,0,1024,0,0,5888,6400,8192,1280,5888,6912,6400,3840,0,2048,0,0
background,34,0,1024,0,0,5888,6400,7936,1792,6144,7168,6912,3328,256,3072,0,0
background,35,0,1024,0,0,6144,6400,7936,1792,5888,7424,6912,3584,512,4096,0,0
background,36,0,1024,0,0,6144,6400,7936,1792,5888,7680,6912,3584,256,3584,0,0
background,37,0,768,0,0,6144,6400,8448,1792,5632,8192,4352,4352,0,1536,0,0
background,38,0,768,0,0,6144,6400,6912,1024,5376,5632,4352,3072,768,1024,0,0
background,39,0,768,0,0,6400,7168,8192,1536,6656,5120,4096,2816,768,256,0,0
background,40,0,768,0,0,6400,6912,7680,1792,7168,6656,4096,2816,256,2304,0,0
background,41,0,1024,0,0,6400,6912,7936,1024,5632,7680,5120,4096,0,3072,0,0
background,42,0,768,0,0,6144,6912,7424,1024,5888,6656,4352,2816,0,3840,0,0
background,43,0,768,0,0,6400,7168,8448,1536,6144,7936,5376,2304,512,1536,0,0
background,44,0,768,0,0,6400,7936,6912,1536,6144,5888,5376,2816,768,256,0,0
background,45,0,768,0,0,6656,6912,6656,1792,7680,5120,4608,3584,768,3072,0,0
background,46,0,1024,0,0,6400,6656,6912,1792,7936,5888,4096,2560,1280,3328,0,0
background,47,0,1024,0,0,6400,6656,6912,1792,8192,5632,4352,2560,1280,512,0,0
background,48,0,1024,0,0,6656,7424,6400,1792,5888,5376,5120,2560,1280,1792,0,0
background,49,0,1024,0,0,6656,7680,7168,1536,6144,5120,5376,3072,1792,1024,0,0
