label,frame_index,hex_packet
wu,0,00 400 00 00 1600 1c00 2400 c00 1b00 2100 2400 1e00 00 d00 b00 00
wu,1,00 400 00 00 1600 1c00 2400 b00 1b00 2100 2400 1e00 00 c00 b00 00
wu,2,00 300 00 00 1600 1c00 2400 c00 1b00 2100 2400 1f00 00 d00 b00 00
wu,3,00 300 00 00 1600 1c00 2400 c00 1b00 2100 2300 1e00 00 e00 b00 00
wu,4,00 300 00 00 1600 1c00 2400 c00 1b00 2100 2400 1e00 00 e00 b00 00
wu,5,00 300 00 00 1600 1c00 2400 d00 1b00 2100 2300 1e00 00 e00 b00 00
wu,6,00 300 00 00 1600 1c00 2400 c00 1b00 2100 2300 1e00 00 e00 b00 00
wu,7,00 300 00 00 1700 1c00 2300 c00 1b00 2200 2300 1e00 00 e00 b00 00
wu,8,00 400 00 00 1400 1500 1900 b00 1900 1b00 1b00 1600 00 f00 900 00
wu,9,00 600 00 00 1400 1a00 1b00 d00 1c00 1900 1a00 1600 00 c00 800 00
wu,10,00 700 00 00 1300 1a00 1e00 f00 2400 1800 2400 1800 00 f00 a00 00
wu,11,00 800 00 00 1200 1b00 2200 1400 2900 1500 2a00 1100 00 300 800 00
wu,12,00 300 00 00 1100 1c00 2400 1600 3d00 1a00 2a00 1500 00 700 500 00
wu,13,b00 00 00 00 a00 1000 1900 f00 5800 1f00 2300 1600 00 600 500 00
wu,14,2000 00 00 00 1500 1600 1100 1400 8000 2300 1e00 1400 200 900 900 00
wu,15,2200 00 00 00 2b00 2000 f00 1000 9700 2e00 2500 1500 00 400 a00 00
wu,16,2500 600 00 00 4300 2300 d00 1100 af00 3c00 1e00 1600 600 a00 e00 00
wu,17,3200 b00 00 00 6500 3000 1100 1000 bb00 4c00 2300 1700 400 e00 1000 00
wu,18,3500 f00 00 00 7c00 3400 e00 1000 ba00 4900 2000 1400 300 700 300 00
wu,19,3000 1700 00 00 a100 4400 1b00 1200 bb00 4a00 2100 1500 400 900 900 00
wu,20,4200 2900 00 00 bb00 6800 3700 2300 aa00 5000 2a00 1800 00 b00 f00 00
wu,21,4100 2800 00 00 b400 6500 3000 1b00 af00 5700 2600 1800 00 900 b00 00
wu,22,2f00 1b00 00 00 9c00 3e00 1a00 1700 9600 4800 2600 1a00 00 d00 1000 00
wu,23,3800 1d00 00 00 7a00 3d00 1f00 1500 6d00 4500 2800 1b00 00 d00 1400 00
wu,24,3000 2100 00 00 5200 3700 1c00 1200 5b00 4300 2700 1c00 00 d00 1200 00
wu,25,3400 1d00 00 00 3b00 2f00 1700 1c00 4d00 3800 2500 1b00 00 1300 1100 00
wu,26,2f00 1c00 00 00 3200 2600 2300 1700 4100 3400 2600 1500 100 b00 1100 00
wu,27,2500 1800 00 00 2300 2500 1e00 1900 4300 2e00 2200 1500 00 500 900 00
wu,28,800 f00 00 00 1d00 1e00 1e00 1200 3900 2700 1e00 1700 200 500 800 00
wu,29,00 c00 00 00 1700 1700 1700 f00 2800 1b00 1200 1400 300 300 300 00
wu,30,00 a00 00 00 1600 1700 1a00 1100 2100 1500 1200 1800 00 00 00 00
wu,31,00 800 00 00 1700 1900 1e00 1000 1d00 1200 e00 1000 00 00 00 00
wu,32,00 600 00 00 1500 1900 1c00 e00 1c00 1000 1200 1200 00 00 00 00
wu,33,00 600 00 00 1500 1900 1900 d00 1b00 1300 1100 1000 00 00 00 00
wu,34,00 200 00 00 1000 1700 1500 e00 1700 1400 1000 1200 00 100 00 00
wu,35,00 100 00 00 1400 1300 1900 d00 1500 1400 e00 d00 00 800 00 00
wu,36,00 100 00 00 1200 1600 1900 e00 1a00 1400 1200 1000 00 600 600 00
wu,37,00 00 00 00 1000 1500 1e00 f00 1a00 1600 1200 d00 00 1100 c00 00
wu,38,00 00 00 00 1100 1800 2100 f00 1a00 1700 1600 1500 00 1300 d00 00
wu,39,00 00 00 00 1000 1c00 2400 1000 1b00 1b00 1700 1400 00 1100 1000 00
wu,40,00 00 00 00 1300 1800 2300 1100 1b00 1c00 1a00 1300 00 1100 1100 00
wu,41,00 00 00 00 1100 1a00 2000 1000 1d00 2000 1c00 1200 00 1100 f00 00
wu,42,00 00 00 00 1600 1a00 2200 1000 1d00 2100 1a00 1400 00 900 a00 00
wu,43,00 200 00 00 1900 1b00 2500 1000 1800 1a00 1c00 1a00 00 800 600 00
wu,44,00 100 00 00 1800 1900 1f00 1100 1a00 1700 1300 1900 00 100 500 00
wu,45,00 300 00 00 1800 1a00 2400 1200 1a00 1700 1300 1900 00 00 00 00
wu,46,00 200 00 00 1300 1700 2200 1100 1600 1500 1500 1300 00 00 00 00
wu,47,00 200 00 00 1200 1800 2100 f00 1700 1600 1400 1400 00 00 00 00
wu,48,00 300 00 00 1300 1600 1e00 e00 1800 1500 1600 1200 00 800 100 00
wu,49,00 200 00 00 1000 1600 2000 f00 1a00 1a00 1400 1700 00 a00 500 00
