label,frame_index,hex_packet
wu,0,00 200 00 00 1a00 1b00 2200 e00 1d00 2800 2400 1c00 00 1700 1000 00
wu,1,00 200 00 00 1a00 1b00 2100 f00 1d00 2800 2400 1c00 00 1700 1000 00
wu,2,00 200 00 00 1b00 1b00 2100 f00 1d00 2800 2400 1c00 00 1700 1100 00
wu,3,00 200 00 00 1a00 1b00 2100 f00 1d00 2700 2500 1c00 00 1700 1200 00
wu,4,00 200 00 00 1a00 1b00 2100 e00 1d00 2800 2400 1c00 00 1600 1100 00
wu,5,00 200 00 00 1b00 1b00 2200 f00 1d00 2800 2400 1c00 00 1600 1200 00
wu,6,00 200 00 00 1b00 1b00 2200 f00 1d00 2800 2400 1c00 00 1700 1200 00
wu,7,00 300 00 00 1b00 1b00 2300 f00 1e00 2700 2400 1c00 00 1700 1200 00
wu,8,00 300 00 00 1a00 1b00 2200 f00 1c00 2700 2400 1c00 00 1800 1200 00
wu,9,00 200 00 00 1700 1a00 2200 d00 1c00 2000 2100 1700 00 1300 1100 00
wu,10,600 400 00 00 1100 1500 2100 c00 2200 2100 1c00 1700 00 f00 e00 00
wu,11,1200 00 00 00 500 b00 1c00 f00 2100 2000 1e00 1500 00 1600 1100 00
wu,12,3700 00 00 00 500 d00 1400 1100 2000 2100 2100 1200 200 1100 1400 00
wu,13,4b00 600 00 00 500 f00 1c00 1300 2600 3200 2400 1000 100 1700 1200 00
wu,14,5900 b00 00 00 e00 1400 1e00 1500 2c00 3600 2300 1400 400 1800 1600 00
wu,15,5200 1100 00 00 1900 1500 1800 1800 4400 3f00 2600 1400 400 1300 1800 00
wu,16,4e00 900 00 00 2600 2100 1900 1400 4800 3b00 2700 1400 700 1700 2500 00
wu,17,4200 b00 00 00 3e00 1f00 1900 1300 5d00 4400 2f00 e00 500 1b00 2100 00
wu,18,3e00 d00 00 00 5b00 1d00 1c00 1a00 6600 4500 3400 e00 500 1f00 2000 00
wu,19,3900 f00 00 00 5d00 2000 1b00 1500 7100 4300 3000 1000 400 1d00 2100 00
wu,20,4000 1000 00 00 6400 2000 2300 1500 6f00 4400 2b00 b00 200 1b00 2300 00
wu,21,3a00 d00 00 00 7900 2a00 1e00 1500 7d00 4300 2e00 f00 00 1200 1d00 00
wu,22,3f00 1100 00 00 7b00 3300 3400 1700 7400 4400 3500 1000 300 f00 1100 00
wu,23,3e00 1300 00 00 7000 3200 2800 1d00 7300 4600 3300 f00 00 1400 1300 00
wu,24,3e00 1400 00 00 5f00 3000 2300 1b00 6600 4200 3000 1100 100 1500 1400 00
wu,25,3b00 1500 00 00 5c00 2a00 1f00 1f00 5400 3c00 3200 1300 300 1600 1700 00
wu,26,3500 1300 00 00 3d00 2e00 2600 1b00 4700 3400 3400 1400 00 1200 1200 00
wu,27,3400 1700 00 00 2d00 2e00 2200 1b00 4300 3600 2a00 1400 00 1000 f00 00
wu,28,2c00 1500 00 00 2100 2500 2200 1e00 3800 3200 2500 1600 00 b00 f00 00
wu,29,1300 1400 00 00 1a00 2300 2700 1500 3300 2200 2300 1600 00 200 d00 00
wu,30,500 b00 00 00 1400 2100 2000 1b00 2700 2300 1d00 1400 200 400 600 00
wu,31,00 a00 00 00 1900 1c00 1d00 1500 2700 2000 1600 1a00 00 300 700 00
wu,32,00 200 00 00 1200 1900 1a00 1100 2400 1800 1800 f00 00 300 700 00
wu,33,00 200 00 00 1100 1d00 1b00 1000 1e00 1600 1900 1400 00 00 600 00
wu,34,00 500 00 00 1500 1c00 1b00 1200 1e00 1f00 1900 1300 100 100 500 00
wu,35,00 300 00 00 1800 1d00 1700 1000 2100 1c00 1b00 1400 00 700 700 00
wu,36,00 100 00 00 1400 1800 1b00 1000 1a00 1800 1a00 1100 00 1200 500 00
wu,37,00 100 00 00 1000 1800 1e00 f00 1a00 1a00 1900 1000 00 e00 d00 00
wu,38,00 400 00 00 1100 1700 2000 1000 1b00 2600 1800 1600 00 f00 f00 00
wu,39,00 500 00 00 1400 1400 1e00 e00 1800 2100 1300 1500 00 1100 1000 00
wu,40,00 600 00 00 1400 1500 1d00 e00 1900 2800 1700 1600 00 1700 1600 00
wu,41,00 400 00 00 1500 1500 1d00 e00 1900 2800 1c00 1300 00 1400 1700 00
wu,42,00 400 00 00 1300 1600 2000 e00 1900 2600 1e00 1500 00 1100 1400 00
wu,43,00 300 00 00 1800 1500 2000 f00 1a00 2900 1d00 1600 00 d00 d00 00
wu,44,00 00 00 00 1900 1700 2000 f00 1d00 2500 2500 1900 00 c00 b00 00
wu,45,00 200 00 00 1500 1800 2200 f00 1c00 2200 1b00 1600 00 b00 b00 00
wu,46,00 200 00 00 1600 1900 2100 f00 1900 1e00 1600 1500 00 d00 c00 00
wu,47,00 200 00 00 1800 1a00 2200 f00 1c00 1c00 1b00 1200 00 d00 c00 00
wu,48,00 200 00 00 1900 1900 2100 f00 2000 2000 1b00 1300 00 a00 b00 00
wu,49,00 200 00 00 1800 1900 2100 f00 2100 2000 1e00 1300 00 a00 b00 00
